Date,Open,High,Low,Close(t),Volume,SD20,Upper_Band,Lower_Band,S_Close(t-1),S_Close(t-2),S_Close(t-3),S_Close(t-5),S_Open(t-1),MA5,MA10,MA20,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,MACD,MACD_EMA,CCI,ROC,SO%K,STD5,ForceIndex1,ForceIndex20,Date_col,Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month,QQQ_Close,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,SnP_Close,SnP(t-1)),SnP(t-5),DJIA_Close,DJIA(t-1)),DJIA(t-5),Close_forcast
2016-03-02,742.8699951171875,743.1199951171875,733.25,739.47998046875,1814600,13.743485414641379,748.3754657023296,693.4015240437641,742.1699829101562,717.219970703125,724.8599853515625,720.9000244140625,721.2999877929688,730.5699829101562,725.9709899902343,720.8884948730469,738.5913989257813,678.1132983398437,732.2106052238619,732.2106052238619,732.2106052238619,732.2106052238619,732.2106052238619,-1.284638228585436,-4.479326837053689,1333.3333333333335,1.025999708486803,92.99053502440584,0.01844871149975075,-4881278.430175781,-75178864.70947266,2016-03-02,2,2,62,9,0,0,0,0,0,0,1,2016,3,101.1863021850586,101.14805603027344,98.00241088867188,98.0501937866211,98.62198104858399,96.56058235168457,99.57752914428711,1986.449951171875,1978.3499755859375,1929.800048828125,16899.3203125,16865.080078125,16484.990234375,731.5900268554688
2016-03-03,739.47998046875,741.0,729.6300048828125,731.5900268554688,2026700,12.302581914999735,744.6041598016792,695.3938321416803,739.47998046875,742.1699829101562,717.219970703125,729.1199951171875,742.8699951171875,731.0639892578125,727.3789916992188,719.9989959716797,738.0861999511719,679.0378985595703,732.0037457677308,732.0037457677308,732.0037457677308,732.0037457677308,732.0037457677308,-0.8570938673568662,-3.7548802431143247,1333.3333333333335,1.9623443433831669,72.24368232903461,0.019228688035495215,-15990568.98803711,-36054948.46801758,2016-03-03,3,3,63,9,0,0,0,0,0,0,1,2016,3,100.99506378173828,101.1863021850586,101.14805603027344,99.0158920288086,99.03311157226562,96.75037155151367,99.49721466064453,1993.4000244140625,1986.449951171875,1951.699951171875,16943.900390625,16899.3203125,16697.2890625,730.219970703125
2016-03-04,734.7999877929688,735.0,725.6199951171875,730.219970703125,2425800,12.310803566771547,744.6301001755353,695.3868859084491,731.5900268554688,739.47998046875,742.1699829101562,724.8599853515625,739.47998046875,732.135986328125,728.189990234375,720.0084930419922,737.474599609375,679.9425982666015,731.4091540795289,731.4091540795289,731.4091540795289,731.4091540795289,731.4091540795289,-0.6216479911698798,-3.128233792725436,1333.3333333333333,1.1230955832322576,68.61306064017155,0.018964840495153616,-3323482.2143554688,460759.86328125,2016-03-04,4,4,64,9,0,0,0,0,0,0,1,2016,3,101.03331756591797,100.99506378173828,101.1863021850586,98.89161682128906,99.4193832397461,96.94255218505859,99.39433609008789,1999.989990234375,1993.4000244140625,1948.050048828125,17006.76953125,16943.900390625,16639.970703125,712.7999877929688
2016-03-07,725.1500244140625,727.2100219726562,705.1400146484375,712.7999877929688,3084500,11.839774810578877,744.1400415645171,696.7809423222016,730.219970703125,731.5900268554688,739.47998046875,717.219970703125,734.7999877929688,731.2519897460937,726.564990234375,720.4604919433593,736.3879992675782,680.7440481567382,725.2060986506756,725.2060986506756,725.2060986506756,725.2060986506756,725.2060986506756,-1.8197258076036178,-2.8665321957010725,1333.3333333333335,-2.228928094381174,26.228648820431786,0.02181882692148496,-53731937.28637695,27883812.225341797,2016-03-07,7,0,67,10,0,0,0,0,0,0,1,2016,3,100.41182708740234,101.03331756591797,100.99506378173828,98.00241088867188,99.58574752807617,97.27241401672363,99.26506805419922,2001.760009765625,1999.989990234375,1932.22998046875,17073.94921875,17006.76953125,16516.5,713.530029296875
2016-03-08,708.3900146484375,722.25,704.0,713.530029296875,2626500,11.33545807471222,743.599910900401,698.2580786015521,712.7999877929688,730.219970703125,731.5900268554688,742.1699829101562,725.1500244140625,725.5239990234375,726.1889953613281,720.9289947509766,735.2883996582032,681.5276483154297,721.3140755327421,721.3140755327421,721.3140755327421,721.3140755327421,721.3140755327421,-2.6794162183713297,-2.829109000235124,1333.3333333333335,-0.5241881032283735,28.00490657605935,0.009955615793863587,1917454.0100097656,24610452.48413086,2016-03-08,8,1,68,10,0,0,0,0,0,0,1,2016,3,99.58002471923828,100.41182708740234,101.03331756591797,101.14805603027344,99.83147048950195,97.63239364624023,99.1032928466797,1979.260009765625,2001.760009765625,1978.3499755859375,16964.099609375,17073.94921875,16865.080078125,725.4099731445312
2016-03-09,715.1699829101562,726.239990234375,712.6599731445312,725.4099731445312,1977200,10.350001186647646,742.848494804936,701.4484900583453,713.530029296875,712.7999877929688,730.219970703125,739.47998046875,708.3900146484375,722.7099975585937,726.639990234375,722.1484924316406,734.4797985839843,682.3820980834961,722.6793747366719,722.6793747366719,722.6793747366719,722.6793747366719,722.6793747366719,-2.3747403504320346,-2.738235270274506,1333.3333333333333,0.6255997472235313,56.909896611433034,0.014954782848918519,23489024.975585938,48223816.28417969,2016-03-09,9,2,69,10,0,0,0,0,0,0,1,2016,3,100.22059631347656,99.58002471923828,100.41182708740234,101.1863021850586,100.0485107421875,98.03874397277832,98.95471130371094,1989.260009765625,1979.260009765625,1986.449951171875,17000.359375,16964.099609375,16899.3203125,732.1699829101562
2016-03-10,727.7899780273438,736.5399780273438,723.2899780273438,732.1699829101562,2230800,9.919832558795793,743.2541579154432,703.57482768026,725.4099731445312,713.530029296875,712.7999877929688,731.5900268554688,715.1699829101562,722.8259887695312,726.9449890136718,723.4144927978516,733.4783984375,683.3069979858399,725.8429107945001,725.8429107945001,725.8429107945001,725.8429107945001,725.8429107945001,-1.5697115797124752,-2.5045305321621,1333.3333333333333,0.41831081487191174,73.35761870676674,0.015308366201316004,15080229.78515625,56483872.33886719,2016-03-10,10,3,70,10,0,0,0,0,0,0,1,2016,3,100.06764221191406,100.22059631347656,99.58002471923828,100.99506378173828,100.15368576049805,98.41975936889648,98.80421813964844,1989.5699462890625,1989.260009765625,1993.4000244140625,16995.130859375,17000.359375,16943.900390625,744.8699951171875
2016-03-11,739.9500122070312,744.9000244140625,736.7000122070312,744.8699951171875,1769000,10.169587775189658,745.6791688365121,705.0008177357535,732.1699829101562,725.4099731445312,713.530029296875,730.219970703125,727.7899780273438,725.7559936523437,728.9459899902344,725.3399932861328,732.4965979003906,684.2600979614258,732.1852722353959,732.1852722353959,732.1852722353959,732.1852722353959,732.1852722353959,0.09200380508411854,-1.9852236647128565,1333.3333333333335,2.7605344714841715,99.92996899847128,0.01696440367655717,22466321.59423828,68124207.27539062,2016-03-11,11,4,71,10,0,0,0,0,0,0,1,2016,3,101.81732177734375,100.06764221191406,100.22059631347656,101.03331756591797,100.44625625610351,98.89495086669922,98.65487136840821,2022.18994140625,1989.5699462890625,1999.989990234375,17213.310546875,16995.130859375,17006.76953125,750.239990234375
2016-03-14,744.969970703125,754.260009765625,743.6599731445312,750.239990234375,1641200,10.639145474080893,748.7857830135915,706.2292011172678,744.8699951171875,732.1699829101562,725.4099731445312,712.7999877929688,739.9500122070312,733.243994140625,732.2479919433594,727.5074920654297,731.6953979492188,685.2403979492187,738.203511568389,738.203511568389,738.203511568389,738.203511568389,738.203511568389,1.8212447705541308,-1.223929977659459,1333.3333333333333,4.6038901425010375,92.30470849398294,0.006828505087547443,8813235.986328125,71145979.93164062,2016-03-14,14,0,74,11,0,0,0,0,0,0,1,2016,3,101.98943328857422,101.81732177734375,100.06764221191406,100.41182708740234,100.84495849609375,99.30847396850587,98.5286636352539,2019.6400146484375,2022.18994140625,2001.760009765625,17229.130859375,17213.310546875,17073.94921875,750.5700073242188
2016-03-15,746.02001953125,753.010009765625,742.8400268554688,750.5700073242188,1491600,11.54152728778756,752.2370462747939,706.0709371236436,750.239990234375,744.8699951171875,732.1699829101562,713.530029296875,744.969970703125,740.6519897460937,733.0879943847656,729.1539916992188,731.1465979003906,686.2666479492187,742.3256768203323,742.3256768203323,742.3256768203323,742.3256768203323,742.3256768203323,3.1816344142512207,-0.34281709927732307,1333.3333333333333,1.1318194763313905,92.65817404609817,0.007029189529580132,492253.4912109375,49118377.07519531,2016-03-15,15,1,75,11,0,0,0,0,0,0,1,2016,3,101.95118713378906,101.98943328857422,101.81732177734375,99.58002471923828,100.9252716064453,99.61443176269532,98.42865310668945,2015.9300537109375,2019.6400146484375,1979.260009765625,17251.529296875,17229.130859375,16964.099609375,757.3599853515625
2016-03-16,749.0499877929688,759.0,746.5,757.3599853515625,1465300,13.151637657748344,756.7267677471373,704.120217116144,750.5700073242188,750.239990234375,744.8699951171875,725.4099731445312,746.02001953125,747.0419921875,734.8759948730469,730.4234924316406,731.1049975585937,687.3073977661132,747.3371129974091,747.3371129974091,747.3371129974091,747.3371129974091,747.3371129974091,4.7528594829841495,0.6763182171749715,1333.3333333333335,2.4179160159925517,97.0181551846591,0.006035296916053767,9949354.803466797,37203988.46435547,2016-03-16,16,2,76,11,0,0,0,0,0,0,1,2016,3,102.85950469970703,101.95118713378906,101.98943328857422,100.22059631347656,101.09259185791015,99.85728645324707,98.39193786621094,2027.219970703125,2015.9300537109375,1989.260009765625,17325.759765625,17251.529296875,17000.359375,758.47998046875
2016-03-17,757.6500244140625,765.3400268554688,757.3599853515625,758.47998046875,2228200,14.184549507666928,760.8410899821307,704.102891951463,757.3599853515625,750.5700073242188,750.239990234375,732.1699829101562,749.0499877929688,752.3039916992187,737.564990234375,732.4719909667969,731.0439965820312,688.3300476074219,751.0514021545227,751.0514021545227,751.0514021545227,751.0514021545227,751.0514021545227,6.0190569737275155,1.7448659684854804,1333.3333333333333,3.675549505350702,88.81636227045905,0.006795771326552594,2495573.1201171875,91289288.72070312,2016-03-17,17,3,77,11,0,0,0,0,0,0,1,2016,3,102.80213928222656,102.85950469970703,101.95118713378906,100.06764221191406,101.27329940795899,100.1532054901123,98.35770858764648,2040.5899658203125,2027.219970703125,1989.5699462890625,17481.490234375,17325.759765625,16995.130859375,755.4099731445312
2016-03-18,761.6300048828125,762.1400146484375,751.8200073242188,755.4099731445312,2811100,14.843327149791413,763.8236446560281,704.4503360568624,758.47998046875,757.3599853515625,750.5700073242188,744.8699951171875,757.6500244140625,754.4119873046875,740.0839904785156,734.1369903564453,730.965595703125,689.3306475830078,752.5042591511923,752.5042591511923,752.5042591511923,752.5042591511923,752.5042591511923,6.6975979337884155,2.735412361546068,1333.3333333333333,3.4496457851119753,83.81146174856592,0.005307109493237844,-8630097.589111328,93609595.68481445,2016-03-18,18,4,78,11,0,0,0,0,0,0,1,2016,3,102.9632568359375,102.80213928222656,102.85950469970703,101.81732177734375,101.46629333496094,100.44283828735351,98.34677993774415,2049.580078125,2040.5899658203125,2022.18994140625,17602.30078125,17481.490234375,17213.310546875,762.1599731445312
2016-03-21,753.9099731445312,763.3400268554688,751.27001953125,762.1599731445312,1438700,16.043951589306975,767.8803928026374,703.7045864454095,755.4099731445312,758.47998046875,757.3599853515625,750.239990234375,761.6300048828125,756.7959838867188,745.0199890136719,735.7924896240235,731.3887951660156,690.3829974365234,755.7228304823053,755.7228304823053,755.7228304823053,755.7228304823053,755.7228304823053,7.691353980174654,3.7266006852717855,1333.3333333333333,6.924801655004939,94.81569560047562,0.005704844788814384,9711225.0,47635335.92529297,2016-03-21,21,0,81,12,0,0,0,0,0,0,1,2016,3,103.36601257324219,102.9632568359375,102.80213928222656,101.98943328857422,101.76171188354492,100.67372970581054,98.40873153686523,2051.60009765625,2049.580078125,2019.6400146484375,17623.869140625,17602.30078125,17229.130859375,760.0499877929688
2016-03-22,758.4400024414062,765.0,757.8800048828125,760.0499877929688,1104800,16.295659140548384,770.5218083934014,705.339171831208,762.1599731445312,755.4099731445312,758.47998046875,750.5700073242188,753.9099731445312,758.6919799804688,749.6719848632813,737.9304901123047,731.9715954589843,691.4355972290039,757.1652162525265,757.1652162525265,757.1652162525265,757.1652162525265,757.1652162525265,8.213969099809333,4.624074368179295,1333.3333333333333,6.5196917559216585,91.37587749192782,0.006243751306666436,-2331111.81640625,47241258.7890625,2016-03-22,22,1,82,12,0,0,0,0,0,0,1,2016,3,103.6824722290039,103.36601257324219,102.9632568359375,101.95118713378906,102.17195663452148,101.00171356201172,98.49345748901368,2049.800048828125,2051.60009765625,2015.9300537109375,17582.5703125,17623.869140625,17251.529296875,757.5599975585938
2016-03-23,763.3499755859375,765.3900146484375,756.030029296875,757.5599975585938,1233900,16.340947516190372,772.445383801912,707.0815937371505,760.0499877929688,762.1599731445312,755.4099731445312,757.3599853515625,758.4400024414062,758.731982421875,752.8869873046875,739.7634887695312,732.4613952636719,692.5059973144531,757.2968100212156,757.2968100212156,757.2968100212156,757.2968100212156,757.2968100212156,8.33118720504524,5.365496935552485,1333.3333333333335,4.431979929183701,87.24545492506567,0.005403469453323856,-3072398.9501953125,45234740.86303711,2016-03-23,23,2,83,12,0,0,0,0,0,0,1,2016,3,102.82898712158203,103.6824722290039,103.36601257324219,102.85950469970703,102.43279571533203,101.24065322875977,98.55499450683594,2036.7099609375,2049.800048828125,2027.219970703125,17502.58984375,17582.5703125,17325.759765625,754.8400268554688
2016-03-24,751.2000122070312,757.5599975585938,750.5,754.8400268554688,1555800,16.470782409928876,773.991055176303,708.1079255365876,757.5599975585938,760.0499877929688,762.1599731445312,758.47998046875,763.3499755859375,758.0039916992188,755.1539916992188,741.0494903564453,732.6513952636719,693.5693975830078,756.4778822993001,756.4778822993001,756.4778822993001,756.4778822993001,756.4778822993001,8.111104727644033,5.914618493970795,1333.3333333333333,3.0962815294893504,82.81481466752302,0.005545454523546368,-4231730.419921875,40015225.37841797,2016-03-24,24,3,84,12,0,0,0,0,0,0,1,2016,3,102.85774993896484,102.82898712158203,103.6824722290039,102.80213928222656,102.71180648803711,101.43274612426758,98.59396881103515,2035.93994140625,2036.7099609375,2040.5899658203125,17515.73046875,17502.58984375,17481.490234375,753.280029296875
2016-03-28,756.1699829101562,758.2999877929688,752.0399780273438,753.280029296875,1083800,16.22465287324203,774.919798300195,710.021186807227,754.8400268554688,757.5599975585938,760.0499877929688,755.4099731445312,751.2000122070312,757.5780029296875,755.9949951171875,742.470492553711,733.325595703125,694.5727978515625,755.4119312984917,755.4119312984917,755.4119312984917,755.4119312984917,755.4119312984917,7.721796944634093,6.2760541841034545,1333.3333333333333,1.1290606729788306,80.27368877347104,0.005335564707126481,-1690725.3540039062,30801643.627929688,2016-03-28,28,0,88,13,0,0,0,0,0,0,1,2016,3,102.71392059326172,102.85774993896484,102.82898712158203,102.9632568359375,102.80146636962891,101.62386131286621,98.69967224121093,2037.050048828125,2035.93994140625,2049.580078125,17535.390625,17515.73046875,17602.30078125,765.8900146484375
2016-03-29,753.6799926757812,767.1799926757812,748.2899780273438,765.8900146484375,2003100,15.884441840041212,776.6728784310591,713.1351110708941,753.280029296875,754.8400268554688,757.5599975585938,762.1599731445312,756.1699829101562,758.3240112304687,757.5599975585938,744.9039947509766,734.015595703125,695.6520480346679,758.9046257484737,758.9046257484737,758.9046257484737,758.9046257484737,758.9046257484737,8.33471079573792,6.687785506430347,1333.3333333333335,2.086002428259447,97.6339369676778,0.008813526982481277,25259061.657714844,97490965.02685547,2016-03-29,29,1,89,13,0,0,0,0,0,0,1,2016,3,104.36332702636719,102.71392059326172,102.85774993896484,103.36601257324219,103.0388557434082,101.94190711975098,98.79686843872071,2055.010009765625,2037.050048828125,2051.60009765625,17633.109375,17535.390625,17623.869140625,768.3400268554688
2016-03-30,768.2100219726562,777.3099975585938,767.5800170898438,768.3400268554688,2019800,16.704117958842346,779.6207328659269,712.8042610305575,765.8900146484375,753.280029296875,754.8400268554688,760.0499877929688,753.6799926757812,759.9820190429688,759.3369995117188,746.2124969482422,735.1725964355469,696.7563983154297,762.0497594508054,762.0497594508054,762.0497594508054,762.0497594508054,762.0497594508054,8.915374065445917,7.133303218233462,1333.3333333333333,2.3675365865737295,83.3950991114767,0.008575160043271891,4948534.655761719,52858254.76074219,2016-03-30,30,2,90,13,0,0,0,0,0,0,1,2016,3,104.87158203125,104.36332702636719,102.71392059326172,103.6824722290039,103.3308952331543,102.12808341979981,98.96599502563477,2063.949951171875,2055.010009765625,2049.800048828125,17716.66015625,17633.109375,17582.5703125,762.9000244140625
2016-03-31,768.3400268554688,769.0800170898438,758.25,762.9000244140625,1627700,17.02512918373021,781.4337575129682,713.3332407780474,768.3400268554688,765.8900146484375,753.280029296875,757.5599975585938,768.2100219726562,761.0500244140625,759.8910034179687,747.3834991455078,736.0489965820312,697.8558984375,762.3331811052244,762.3331811052244,762.3331811052244,762.3331811052244,762.3331811052244,8.834749662450236,7.473592507076817,1333.3333333333335,0.7314934997428394,64.5161823630729,0.009319102723941467,-8854691.973876953,38120805.529785156,2016-03-31,31,3,91,13,1,0,1,0,0,0,1,2016,3,104.71812438964844,104.87158203125,104.36332702636719,102.82898712158203,103.51675720214844,102.3046745300293,99.12784561157227,2059.739990234375,2063.949951171875,2036.7099609375,17685.08984375,17716.66015625,17502.58984375,769.6699829101562
2016-04-01,757.1599731445312,770.0399780273438,755.2000122070312,769.6699829101562,1583700,17.293130503622006,783.8737579554862,714.7012359409981,762.9000244140625,768.3400268554688,765.8900146484375,754.8400268554688,768.3400268554688,764.016015625,761.0100036621094,749.2874969482422,737.0711962890625,698.9798983764648,764.7787817068684,764.7787817068684,764.7787817068684,764.7787817068684,764.7787817068684,9.210955156515865,7.821065036964627,1333.3333333333335,1.4753194190426346,77.83573791159368,0.009304039191296937,10721583.270263672,60307226.403808594,2016-04-01,1,4,92,13,0,1,0,1,0,0,1,2016,4,105.83052825927734,104.71812438964844,104.87158203125,102.85774993896484,103.81959609985351,102.54644775390625,99.31787231445313,2072.780029296875,2059.739990234375,2035.93994140625,17792.75,17685.08984375,17515.73046875,765.1199951171875
2016-04-04,769.510009765625,772.4400024414062,761.7899780273438,765.1199951171875,1346200,17.026591811583067,785.0856817921114,716.9793145457792,769.6699829101562,762.9000244140625,768.3400268554688,753.280029296875,757.1599731445312,766.3840087890625,761.981005859375,751.0324981689453,737.8401965332031,700.0724984741211,764.8925195103081,764.8925195103081,764.8925195103081,764.8925195103081,764.8925195103081,9.037772911612137,8.06440661189413,1333.3333333333335,1.2853976407322927,64.6358781491476,0.010052686130474746,-6125193.566894531,46982412.86621094,2016-04-04,4,0,95,14,0,0,0,0,0,0,1,2016,4,105.42776489257812,105.83052825927734,104.71812438964844,102.71392059326172,104.06604690551758,102.76617012023925,99.49793136596679,2066.1298828125,2072.780029296875,2037.050048828125,17737.0,17792.75,17535.390625,758.5700073242188
